status,objective_value,total_profit,total_used_volume,total_waste_volume,total_material_volume,material_utilization,material_utilization_pct,waste_percentage,solve_time_seconds,upper_bound,lower_bound,gap,num_patterns_used,total_patterns_generated,L01_used_volume,L01_waste,L01_utilization,L01_blocks_used,L02_used_volume,L02_waste,L02_utilization,L02_blocks_used,L03_used_volume,L03_waste,L03_utilization,L03_blocks_used,count_J01,profit_J01,volume_J01,count_J02,profit_J02,volume_J02,count_J03,profit_J03,volume_J03,count_J04,profit_J04,volume_J04,count_J05,profit_J05,volume_J05,count_J06,profit_J06,volume_J06,count_J07,profit_J07,volume_J07
OPTIMAL,745680.0,745680,72512000,3238000,75750000,0.9572541254125413,95.72541254125413,4.2745874587458745,0.038547515869140625,852187.5,745680,0.12498129812981298,7,178,45000000,0,1.0,5,16800000,1950000,0.896,5,10712000,1288000,0.8926666666666667,5,30,18600,1920000,30,23400,2400000,100,88000,9000000,12,22200,2160000,16,40320,3840000,362,362000,36200000,354,191160,16992000
