status,objective_value,total_profit,total_used_volume,total_waste_volume,total_material_volume,material_utilization,material_utilization_pct,waste_percentage,solve_time_seconds,upper_bound,lower_bound,gap,num_patterns_used,total_patterns_generated,L01_used_volume,L01_waste,L01_utilization,L01_blocks_used,L02_used_volume,L02_waste,L02_utilization,L02_blocks_used,L03_used_volume,L03_waste,L03_utilization,L03_blocks_used,count_J01,profit_J01,volume_J01,count_J02,profit_J02,volume_J02,count_J03,profit_J03,volume_J03,count_J04,profit_J04,volume_J04,count_J05,profit_J05,volume_J05,count_J06,profit_J06,volume_J06,count_J07,profit_J07,volume_J07
OPTIMAL,750000.0,733000,75000000,750000,75750000,0.9900990099009901,99.00990099009901,0.9900990099009901,0.1803300380706787,1.0,0.9900990099009901,0.00990099009900991,3,176,45000000,0,1.0,5,18000000,750000,0.96,5,12000000,0,1.0,5,0,0,0,150,117000,12000000,700,616000,63000000,0,0,0,0,0,0,0,0,0,0,0,0
