status,objective_value,total_profit,total_used_volume,total_waste_volume,total_material_volume,material_utilization,material_utilization_pct,waste_percentage,solve_time_seconds,upper_bound,lower_bound,gap,num_patterns_used,total_patterns_generated,L01_used_volume,L01_waste,L01_utilization,L01_blocks_used,L02_used_volume,L02_waste,L02_utilization,L02_blocks_used,L03_used_volume,L03_waste,L03_utilization,L03_blocks_used,count_J01,profit_J01,volume_J01,count_J02,profit_J02,volume_J02,count_J03,profit_J03,volume_J03,count_J04,profit_J04,volume_J04,count_J05,profit_J05,volume_J05,count_J06,profit_J06,volume_J06,count_J07,profit_J07,volume_J07
OPTIMAL,742400.0,742400,73040000,2710000,75750000,0.9642244224422443,96.42244224422443,3.5775577557755773,0.08066868782043457,852187.5,742400,0.12883021635496883,8,176,45000000,0,1.0,5,16760000,1990000,0.8938666666666667,5,11280000,720000,0.94,5,30,18600,1920000,32,24960,2560000,104,91520,9360000,16,29600,2880000,16,40320,3840000,424,424000,42400000,210,113400,10080000
